"experiment","version","band","level","n_trials","n_participants","mean_report","sd_report","mean_objective","sd_objective","gap"
"exp1","raw","extreme low (1-9)","2 squares",47,22,7.82978723404255,1.1096248668135,17.5106382978723,4.37320070043984,9.68085106382979
"exp1","raw","extreme low (1-9)","6 squares",23,11,6.8695652173913,2.37992260810165,18,3.49024614917318,11.1304347826087
"exp1","raw","extreme low (1-9)","8 squares",27,15,7.92592592592593,1.77430215807459,17.3703703703704,5.01649700141864,9.44444444444444
"exp1","raw","extreme low (1-9)","12 squares",12,8,6.58333333333333,2.57464325272219,18.6666666666667,4.77366513151884,12.0833333333333
"exp1","raw","low (10-14)","2 squares",121,37,12.2479338842975,1.42174184093279,19.0247933884298,3.87612953412154,6.77685950413223
"exp1","raw","low (10-14)","6 squares",85,35,12.1294117647059,1.37830326414588,18.5764705882353,4.34351314520597,6.44705882352941
"exp1","raw","low (10-14)","8 squares",72,30,12.5555555555556,1.37265948188476,18.8194444444444,3.99057477200398,6.26388888888889
"exp1","raw","low (10-14)","12 squares",61,27,12.1475409836066,1.3017432616018,17,3.20936130717624,4.85245901639344
"exp1","raw","high (36-40)","2 squares",53,25,37.7547169811321,1.41293013025249,32.6792452830189,3.36139614369284,5.07547169811321
"exp1","raw","high (36-40)","6 squares",68,29,37.6176470588235,1.29325935301869,32.3529411764706,3.90087898966509,5.26470588235294
"exp1","raw","high (36-40)","8 squares",59,32,37.7118644067797,1.4269674555604,31.6610169491525,4.24105618551244,6.05084745762712
"exp1","raw","high (36-40)","12 squares",88,33,37.8068181818182,1.4452296046789,30.4318181818182,5.17908138693911,7.375
"exp1","raw","extreme high (41-50)","2 squares",18,11,42.7222222222222,2.10896003240949,33.5,2.95555309843133,9.22222222222222
"exp1","raw","extreme high (41-50)","6 squares",23,14,44.7391304347826,2.54446621128976,32.9130434782609,3.76482576535465,11.8260869565217
"exp1","raw","extreme high (41-50)","8 squares",33,14,44.1818181818182,2.6035378028577,32.5757575757576,3.52695250030305,11.6060606060606
"exp1","raw","extreme high (41-50)","12 squares",46,18,43.9782608695652,2.38969203441022,32.8695652173913,2.75365369929702,11.1086956521739
"exp1","shift_removed","extreme low (1-9)","2 squares",9,5,7.33333333333333,1.6583123951777,17.6666666666667,3.93700393700591,10.3333333333333
"exp1","shift_removed","extreme low (1-9)","6 squares",15,8,6.86666666666667,2.53170373652286,16.8,2.42604911032615,9.93333333333333
"exp1","shift_removed","extreme low (1-9)","8 squares",10,7,6.6,2.83627298482435,15.9,2.23358207570013,9.3
"exp1","shift_removed","extreme low (1-9)","12 squares",15,8,6.26666666666667,2.21896586810377,15.6666666666667,1.98805959477601,9.4
"exp1","shift_removed","low (10-14)","2 squares",59,31,12.5762711864407,1.3025623266643,18.0169491525424,4.11679288224475,5.44067796610169
"exp1","shift_removed","low (10-14)","6 squares",63,33,12.6507936507937,1.33390924582149,17.8253968253968,3.48517451101775,5.17460317460317
"exp1","shift_removed","low (10-14)","8 squares",60,29,12.25,1.38545715394729,18.0833333333333,4.17941552424424,5.83333333333333
"exp1","shift_removed","low (10-14)","12 squares",55,30,12.5454545454545,1.18350048613146,17.7272727272727,4.14306446546312,5.18181818181818
"exp1","shift_removed","high (36-40)","2 squares",77,35,37.6233766233766,1.59801654229434,32.987012987013,2.57259599838019,4.63636363636364
"exp1","shift_removed","high (36-40)","6 squares",65,35,37.3384615384615,1.42825202473298,32.5384615384615,3.4372814615847,4.8
"exp1","shift_removed","high (36-40)","8 squares",65,34,37.3692307692308,1.36438208048129,32.6153846153846,3.21467488486544,4.75384615384615
"exp1","shift_removed","high (36-40)","12 squares",69,34,37.5072463768116,1.33530331876757,32.3478260869565,3.86472009090881,5.15942028985507
"exp1","shift_removed","extreme high (41-50)","2 squares",28,18,43.3928571428571,2.21675915787466,33.3928571428571,3.28113898149301,10
"exp1","shift_removed","extreme high (41-50)","6 squares",27,14,44.0740740740741,2.86793849743526,34.037037037037,2.73835269798752,10.037037037037
"exp1","shift_removed","extreme high (41-50)","8 squares",21,15,43.5238095238095,3.14036697885848,32.5714285714286,3.20267745131208,10.952380952381
"exp1","shift_removed","extreme high (41-50)","12 squares",31,17,42.8387096774194,1.67524673194823,33.5161290322581,2.64412515767737,9.32258064516129
