"experiment","version","level","report","mean_objective","n"
"exp1","raw","2 squares",5,14,1
"exp1","raw","2 squares",6,19.4,5
"exp1","raw","2 squares",7,20.3333333333333,12
"exp1","raw","2 squares",8,15.5,12
"exp1","raw","2 squares",9,16.5882352941176,17
"exp1","raw","2 squares",10,18.7058823529412,17
"exp1","raw","2 squares",11,19,25
"exp1","raw","2 squares",12,18.0416666666667,24
"exp1","raw","2 squares",13,19.7142857142857,21
"exp1","raw","2 squares",14,19.4705882352941,34
"exp1","raw","2 squares",15,20.6739130434783,46
"exp1","raw","2 squares",16,20.8684210526316,38
"exp1","raw","2 squares",17,21.7179487179487,39
"exp1","raw","2 squares",18,20.8983050847458,59
"exp1","raw","2 squares",19,23.4848484848485,33
"exp1","raw","2 squares",20,22.5897435897436,39
"exp1","raw","2 squares",21,23.5111111111111,45
"exp1","raw","2 squares",22,23.7272727272727,44
"exp1","raw","2 squares",23,27.5555555555556,36
"exp1","raw","2 squares",24,26.8108108108108,37
"exp1","raw","2 squares",25,27.4411764705882,34
"exp1","raw","2 squares",26,27.952380952381,42
"exp1","raw","2 squares",27,29.1,50
"exp1","raw","2 squares",28,29.78125,32
"exp1","raw","2 squares",29,30.3513513513514,37
"exp1","raw","2 squares",30,29.3548387096774,31
"exp1","raw","2 squares",31,31.44,25
"exp1","raw","2 squares",32,30.7692307692308,26
"exp1","raw","2 squares",33,30.6923076923077,26
"exp1","raw","2 squares",34,30.4375,32
"exp1","raw","2 squares",35,31.3888888888889,18
"exp1","raw","2 squares",36,30.4615384615385,13
"exp1","raw","2 squares",37,33.1666666666667,12
"exp1","raw","2 squares",38,33.5833333333333,12
"exp1","raw","2 squares",39,34.5714285714286,7
"exp1","raw","2 squares",40,32.5555555555556,9
"exp1","raw","2 squares",41,34,5
"exp1","raw","2 squares",42,33.3333333333333,6
"exp1","raw","2 squares",43,34,4
"exp1","raw","2 squares",44,35,1
"exp1","raw","2 squares",48,31,2
"exp1","raw","6 squares",1,19,1
"exp1","raw","6 squares",2,17,1
"exp1","raw","6 squares",3,16,1
"exp1","raw","6 squares",4,17,1
"exp1","raw","6 squares",5,15,1
"exp1","raw","6 squares",6,21,2
"exp1","raw","6 squares",7,19,4
"exp1","raw","6 squares",8,17,5
"exp1","raw","6 squares",9,18.1428571428571,7
"exp1","raw","6 squares",10,18.4285714285714,14
"exp1","raw","6 squares",11,18.9375,16
"exp1","raw","6 squares",12,18.8823529411765,17
"exp1","raw","6 squares",13,18.1904761904762,21
"exp1","raw","6 squares",14,18.5294117647059,17
"exp1","raw","6 squares",15,19.5454545454545,33
"exp1","raw","6 squares",16,20.2903225806452,31
"exp1","raw","6 squares",17,21.4418604651163,43
"exp1","raw","6 squares",18,20.2,35
"exp1","raw","6 squares",19,20.037037037037,27
"exp1","raw","6 squares",20,21.5581395348837,43
"exp1","raw","6 squares",21,21.32,50
"exp1","raw","6 squares",22,24.0232558139535,43
"exp1","raw","6 squares",23,24.08,50
"exp1","raw","6 squares",24,25.75,36
"exp1","raw","6 squares",25,26.4166666666667,48
"exp1","raw","6 squares",26,26.3,50
"exp1","raw","6 squares",27,26.68,50
"exp1","raw","6 squares",28,28.9245283018868,53
"exp1","raw","6 squares",29,27.5757575757576,33
"exp1","raw","6 squares",30,29.59375,32
"exp1","raw","6 squares",31,29.875,40
"exp1","raw","6 squares",32,30.25,36
"exp1","raw","6 squares",33,31.0857142857143,35
"exp1","raw","6 squares",34,30.8205128205128,39
"exp1","raw","6 squares",35,30.3157894736842,19
"exp1","raw","6 squares",36,32.1875,16
"exp1","raw","6 squares",37,32.65,20
"exp1","raw","6 squares",38,31.4166666666667,12
"exp1","raw","6 squares",39,31.9285714285714,14
"exp1","raw","6 squares",40,34.6666666666667,6
"exp1","raw","6 squares",41,29,2
"exp1","raw","6 squares",42,35,4
"exp1","raw","6 squares",43,36,2
"exp1","raw","6 squares",44,30,4
"exp1","raw","6 squares",45,33.3333333333333,3
"exp1","raw","6 squares",46,36,1
"exp1","raw","6 squares",48,33,7
"exp1","raw","8 squares",1,17,1
"exp1","raw","8 squares",5,17,1
"exp1","raw","8 squares",6,19,1
"exp1","raw","8 squares",7,14.8,5
"exp1","raw","8 squares",8,17.25,4
"exp1","raw","8 squares",9,18.2,15
"exp1","raw","8 squares",10,20.3333333333333,9
"exp1","raw","8 squares",11,17,8
"exp1","raw","8 squares",12,17.3333333333333,12
"exp1","raw","8 squares",13,19.4,20
"exp1","raw","8 squares",14,19.1304347826087,23
"exp1","raw","8 squares",15,18.68,25
"exp1","raw","8 squares",16,19.7333333333333,30
"exp1","raw","8 squares",17,20.4516129032258,31
"exp1","raw","8 squares",18,19.8709677419355,31
"exp1","raw","8 squares",19,21.5348837209302,43
"exp1","raw","8 squares",20,22.1463414634146,41
"exp1","raw","8 squares",21,21.56,50
"exp1","raw","8 squares",22,24.8148148148148,54
"exp1","raw","8 squares",23,24.575,40
"exp1","raw","8 squares",24,24.45,40
"exp1","raw","8 squares",25,26.8292682926829,41
"exp1","raw","8 squares",26,27.7441860465116,43
"exp1","raw","8 squares",27,26.0714285714286,42
"exp1","raw","8 squares",28,27.5416666666667,48
"exp1","raw","8 squares",29,27.6326530612245,49
"exp1","raw","8 squares",30,26.6170212765957,47
"exp1","raw","8 squares",31,28.6052631578947,38
"exp1","raw","8 squares",32,29,32
"exp1","raw","8 squares",33,30.4848484848485,33
"exp1","raw","8 squares",34,30.4137931034483,29
"exp1","raw","8 squares",35,31.5238095238095,21
"exp1","raw","8 squares",36,30.8571428571429,14
"exp1","raw","8 squares",37,32,18
"exp1","raw","8 squares",38,32.875,8
"exp1","raw","8 squares",39,32.6666666666667,9
"exp1","raw","8 squares",40,30.3,10
"exp1","raw","8 squares",41,30.6666666666667,6
"exp1","raw","8 squares",42,34.4,5
"exp1","raw","8 squares",43,32.4,5
"exp1","raw","8 squares",44,31.5,4
"exp1","raw","8 squares",45,35.3333333333333,3
"exp1","raw","8 squares",46,35,2
"exp1","raw","8 squares",48,31.875,8
"exp1","raw","12 squares",2,18,2
"exp1","raw","12 squares",5,16,1
"exp1","raw","12 squares",6,22.6666666666667,3
"exp1","raw","12 squares",8,14.5,2
"exp1","raw","12 squares",9,18.75,4
"exp1","raw","12 squares",10,15.875,8
"exp1","raw","12 squares",11,17.25,12
"exp1","raw","12 squares",12,17.2,15
"exp1","raw","12 squares",13,17,15
"exp1","raw","12 squares",14,17.2727272727273,11
"exp1","raw","12 squares",15,17.2857142857143,14
"exp1","raw","12 squares",16,19.125,24
"exp1","raw","12 squares",17,21.2916666666667,24
"exp1","raw","12 squares",18,19.1052631578947,38
"exp1","raw","12 squares",19,20.6666666666667,36
"exp1","raw","12 squares",20,22.4411764705882,34
"exp1","raw","12 squares",21,21.3157894736842,38
"exp1","raw","12 squares",22,22.8809523809524,42
"exp1","raw","12 squares",23,23.2391304347826,46
"exp1","raw","12 squares",24,23.7291666666667,48
"exp1","raw","12 squares",25,25.2045454545455,44
"exp1","raw","12 squares",26,25.9411764705882,51
"exp1","raw","12 squares",27,24.7818181818182,55
"exp1","raw","12 squares",28,27.6041666666667,48
"exp1","raw","12 squares",29,26.7826086956522,46
"exp1","raw","12 squares",30,27.7073170731707,41
"exp1","raw","12 squares",31,27.09375,32
"exp1","raw","12 squares",32,28.9444444444444,36
"exp1","raw","12 squares",33,29.7037037037037,27
"exp1","raw","12 squares",34,30.7272727272727,33
"exp1","raw","12 squares",35,30.921052631579,38
"exp1","raw","12 squares",36,29.304347826087,23
"exp1","raw","12 squares",37,28.5555555555556,18
"exp1","raw","12 squares",38,31.0714285714286,14
