"bias","experiment","level","true","n","mean_report","sd_report"
-0.890000000000001,"exp2","2 squares",14,200,13.11,4.51439907351741
-0.985576923076923,"exp2","2 squares",15,208,14.0144230769231,4.90733293895619
-1.71502590673575,"exp2","2 squares",16,193,14.2849740932642,4.37757449541033
-1.83251231527094,"exp2","2 squares",17,203,15.1674876847291,4.37607436241006
-2.12980769230769,"exp2","2 squares",18,208,15.8701923076923,4.8501681789197
-2.71563981042654,"exp2","2 squares",19,211,16.2843601895735,4.83190704175089
-2.54471544715447,"exp2","2 squares",20,246,17.4552845528455,4.94170429581441
-2.73706896551724,"exp2","2 squares",21,232,18.2629310344828,4.87104760721551
-3.07142857142857,"exp2","2 squares",22,238,18.9285714285714,4.63602919824109
-3.04587155963303,"exp2","2 squares",23,218,19.954128440367,4.81814030150574
-3.26267281105991,"exp2","2 squares",24,217,20.7373271889401,5.12890666358319
-2.84931506849315,"exp2","2 squares",25,219,22.1506849315068,4.98070929939172
-3.52401746724891,"exp2","2 squares",26,229,22.4759825327511,5.83513176685288
-3.23004694835681,"exp2","2 squares",27,213,23.7699530516432,5.63501841567135
-4.66145833333333,"exp2","2 squares",28,192,23.3385416666667,4.98216441519495
-2.82323232323232,"exp2","2 squares",29,198,26.1767676767677,4.95503288792024
-3.74528301886792,"exp2","2 squares",30,212,26.2547169811321,6.07311115215588
-4,"exp2","2 squares",31,238,27,5.35885244973764
-3.86122448979592,"exp2","2 squares",32,245,28.1387755102041,6.04941456070475
-4.04845814977974,"exp2","2 squares",33,227,28.9515418502203,5.94013905872225
-4.19431279620853,"exp2","2 squares",34,211,29.8056872037915,5.64633601186074
-5.02654867256637,"exp2","2 squares",35,226,29.9734513274336,6.37210612590866
-3.9078947368421,"exp2","2 squares",36,228,32.0921052631579,6.0624742297372
2.12820512820513,"exp2","10 squares",14,234,16.1282051282051,5.50230300833297
1.40776699029126,"exp2","10 squares",15,206,16.4077669902913,4.73891392971496
1.71689497716895,"exp2","10 squares",16,219,17.7168949771689,5.44633850936979
0.927083333333332,"exp2","10 squares",17,192,17.9270833333333,5.30088363999314
0.414414414414413,"exp2","10 squares",18,222,18.4144144144144,5.21912332658195
0.603686635944701,"exp2","10 squares",19,217,19.6036866359447,5.41342512010446
0.204444444444444,"exp2","10 squares",20,225,20.2044444444444,5.17229723915387
-0.184549356223176,"exp2","10 squares",21,233,20.8154506437768,5.02367857804693
-0.445414847161572,"exp2","10 squares",22,229,21.5545851528384,5.7417246650966
-1.32916666666667,"exp2","10 squares",23,240,21.6708333333333,5.79026590226804
-0.22072072072072,"exp2","10 squares",24,222,23.7792792792793,5.48803086144109
-1.30434782608696,"exp2","10 squares",25,184,23.695652173913,5.74263915724972
-1.18666666666667,"exp2","10 squares",26,225,24.8133333333333,5.76711737847799
-2.36073059360731,"exp2","10 squares",27,219,24.6392694063927,5.63023549750474
-1.64556962025317,"exp2","10 squares",28,237,26.3544303797468,5.89463554173798
-2.51162790697675,"exp2","10 squares",29,215,26.4883720930233,5.76880141515045
-2.90243902439024,"exp2","10 squares",30,205,27.0975609756098,6.25599664497984
-3.14070351758794,"exp2","10 squares",31,199,27.8592964824121,5.86207650211977
-2.66233766233766,"exp2","10 squares",32,231,29.3376623376623,5.65364920154975
-1.95852534562212,"exp2","10 squares",33,217,31.0414746543779,5.80015434345669
-3.2994923857868,"exp2","10 squares",34,197,30.7005076142132,6.4907036933518
-3.97260273972603,"exp2","10 squares",35,219,31.027397260274,5.95927910194302
-3.2198275862069,"exp2","10 squares",36,232,32.7801724137931,6.25566022244093
1.7719298245614,"exp2","20 squares",12,228,13.7719298245614,5.25480285905806
0.752380952380953,"exp2","20 squares",14,420,14.752380952381,5.21386247030953
0.174013921113691,"exp2","20 squares",16,431,16.1740139211137,5.3077277921993
-0.110091743119266,"exp2","20 squares",18,436,17.8899082568807,5.52709430766445
-0.229213483146069,"exp2","20 squares",20,445,19.7707865168539,5.70060456425597
-0.969907407407408,"exp2","20 squares",22,432,21.0300925925926,6.09716544318118
-1.64470588235294,"exp2","20 squares",24,425,22.3552941176471,5.67212452881337
-1.67035398230088,"exp2","20 squares",26,452,24.3296460176991,5.83473100540726
-2.53381642512077,"exp2","20 squares",28,414,25.4661835748792,6.29328143425755
-2.51357466063348,"exp2","20 squares",30,442,27.4864253393665,6.18652228163168
-3.09213483146067,"exp2","20 squares",32,445,28.9078651685393,6.40826157223439
-3.33718244803695,"exp2","20 squares",34,433,30.662817551963,5.73544279720943
