"participant_id","condition","array_length","n_sides","n_low","n_high","inward_low","inward_high","inward"
"average.55a56724fdf99b7973398109","average","2",2,2,12,-2.5,3.33333333333333,0.416666666666667
"average.55a56724fdf99b7973398109","average","10",2,6,10,-1.86666666666667,3.4,0.766666666666668
"average.55a56724fdf99b7973398109","average","20",2,11,6,-3.68181818181818,3.66666666666667,-0.00757575757575757
"average.55d35a63da14d7001295328e","average","2",2,12,6,-3.41666666666667,3.33333333333333,-0.041666666666667
"average.55d35a63da14d7001295328e","average","10",2,8,4,1.05,3.95,2.5
"average.55d35a63da14d7001295328e","average","20",2,16,7,-4.9375,2.78571428571429,-1.07589285714286
"average.55d4d11258c35800113dc2ab","average","2",2,6,8,-6.16666666666667,6.375,0.104166666666667
"average.55d4d11258c35800113dc2ab","average","10",2,7,13,0.514285714285716,3.89230769230769,2.2032967032967
"average.55d4d11258c35800113dc2ab","average","20",2,9,11,-2.5,1.95454545454545,-0.272727272727273
"average.56e6a66af6ed900006a5867c","average","2",2,10,3,-2.7,13.6666666666667,5.48333333333333
"average.56e6a66af6ed900006a5867c","average","10",2,5,6,-2.6,7.86666666666667,2.63333333333333
"average.56e6a66af6ed900006a5867c","average","20",2,11,9,-0.590909090909091,7.94444444444444,3.67676767676768
"average.579f1d3bc9abeb0001af52d8","average","2",2,12,10,-3.91666666666667,9.7,2.89166666666667
"average.579f1d3bc9abeb0001af52d8","average","10",2,15,8,-3.8,5.575,0.887500000000001
"average.579f1d3bc9abeb0001af52d8","average","20",2,8,4,-4.75,3.75,-0.5
"average.57bfc1beef05670001ee84c2","average","2",2,8,10,-0.375,1.8,0.7125
"average.57bfc1beef05670001ee84c2","average","10",2,11,13,1.43636363636364,2.81538461538462,2.12587412587413
"average.57bfc1beef05670001ee84c2","average","20",2,13,3,2.5,3.83333333333333,3.16666666666667
"average.580cab86b869700001d71628","average","2",2,8,7,2,-1.28571428571429,0.357142857142857
"average.580cab86b869700001d71628","average","10",2,8,8,5.425,1.7,3.5625
"average.580cab86b869700001d71628","average","20",2,12,3,4.58333333333333,1.16666666666667,2.875
"average.58509fbda6946500016117ed","average","2",2,5,14,3.2,7.57142857142857,5.38571428571429
"average.58509fbda6946500016117ed","average","10",2,11,12,3.61818181818182,4.86666666666667,4.24242424242424
"average.58509fbda6946500016117ed","average","20",2,9,4,2.5,1.25,1.875
"average.58d4c4c287b2420001263b6a","average","2",2,11,8,0.545454545454546,7.375,3.96022727272727
"average.58d4c4c287b2420001263b6a","average","10",2,8,11,1.675,8.29090909090909,4.98295454545455
"average.58d4c4c287b2420001263b6a","average","20",2,14,5,1.57142857142857,6.9,4.23571428571429
"average.5930c7fdfa699e0001017cc1","average","2",2,10,12,1.9,5.91666666666667,3.90833333333333
"average.5930c7fdfa699e0001017cc1","average","10",2,8,10,3.425,5.8,4.6125
"average.5930c7fdfa699e0001017cc1","average","20",2,13,2,4.5,6,5.25
"average.593890eac6aa16000101f037","average","2",2,8,10,-5,8.8,1.9
"average.593890eac6aa16000101f037","average","10",2,5,12,-0.599999999999999,10.2,4.8
"average.593890eac6aa16000101f037","average","20",2,11,5,-2.31818181818182,8.7,3.19090909090909
"average.5969496f06679c00014b818e","average","2",2,5,12,-3.4,10.5,3.55
"average.5969496f06679c00014b818e","average","10",2,3,11,0.466666666666667,4.47272727272727,2.46969696969697
"average.5969496f06679c00014b818e","average","20",2,11,7,-3.04545454545455,4.07142857142857,0.512987012987013
"average.5a33d736bf4d770001e6097a","average","2",2,10,4,-2.2,6,1.9
"average.5a33d736bf4d770001e6097a","average","10",2,9,10,-0.866666666666666,6.7,2.91666666666667
"average.5a33d736bf4d770001e6097a","average","20",2,9,9,2.38888888888889,-0.5,0.944444444444444
"average.5a3bdd2c8d005a0001829f3e","average","2",2,6,8,-1.33333333333333,7,2.83333333333333
"average.5a3bdd2c8d005a0001829f3e","average","10",2,9,6,5.91111111111111,5.03333333333333,5.47222222222222
"average.5a3bdd2c8d005a0001829f3e","average","20",2,7,8,3.5,0.75,2.125
"average.5a937cb0dbdb470001ee923b","average","2",2,6,12,-2.33333333333333,6,1.83333333333333
"average.5a937cb0dbdb470001ee923b","average","10",2,6,12,-0.366666666666666,3.03333333333333,1.33333333333333
"average.5a937cb0dbdb470001ee923b","average","20",2,13,4,0.192307692307692,5.5,2.84615384615385
"average.5c476621b521ee00019abf67","average","2",2,6,7,-6.83333333333333,3.85714285714286,-1.48809523809524
"average.5c476621b521ee00019abf67","average","10",2,8,10,-1.575,7.4,2.9125
"average.5c476621b521ee00019abf67","average","20",2,7,14,-0.0714285714285714,8.35714285714286,4.14285714285714
"average.5d7bde81c7390f00169b2fdf","average","2",2,7,7,-1.71428571428571,1.42857142857143,-0.142857142857143
"average.5d7bde81c7390f00169b2fdf","average","10",2,7,11,-1.05714285714286,-0.163636363636362,-0.610389610389609
"average.5d7bde81c7390f00169b2fdf","average","20",2,14,8,4.92857142857143,-2.875,1.02678571428571
"average.5d9420526928f000181e12f1","average","2",2,8,13,-3.25,3.15384615384615,-0.0480769230769231
"average.5d9420526928f000181e12f1","average","10",2,8,9,4.675,6.08888888888889,5.38194444444445
"average.5d9420526928f000181e12f1","average","20",2,7,6,1.21428571428571,4.5,2.85714285714286
"average.5e3a8aeedc1d57292aea3f22","average","2",2,8,6,-1.625,2.5,0.4375
"average.5e3a8aeedc1d57292aea3f22","average","10",2,7,11,2.37142857142857,7.2,4.78571428571429
"average.5e3a8aeedc1d57292aea3f22","average","20",2,10,4,-0.6,8,3.7
"average.5f4a4da1575d605c43bef871","average","2",2,10,12,-2.2,8.5,3.15
"average.5f4a4da1575d605c43bef871","average","10",2,4,12,-0.199999999999999,6.36666666666667,3.08333333333333
"average.5f4a4da1575d605c43bef871","average","20",2,11,7,-1.59090909090909,6.92857142857143,2.66883116883117
"average.5f79bca83a2eb65c0983816d","average","2",2,8,8,2.25,1.5,1.875
"average.5f79bca83a2eb65c0983816d","average","10",2,7,8,0.800000000000001,-1.175,-0.187499999999999
"average.5f79bca83a2eb65c0983816d","average","20",2,16,4,1.0625,-2.5,-0.71875
"average.60121fca666552254559110d","average","2",2,7,6,-0.857142857142857,2.83333333333333,0.988095238095238
"average.60121fca666552254559110d","average","10",2,6,10,4.63333333333333,0.500000000000002,2.56666666666667
"average.60121fca666552254559110d","average","20",2,7,7,2.21428571428571,1.64285714285714,1.92857142857143
"average.603470186bba1c26a354c27e","average","2",2,7,9,-4.71428571428571,7.33333333333333,1.30952380952381
"average.603470186bba1c26a354c27e","average","10",2,6,12,-4.03333333333333,6.45,1.20833333333333
"average.603470186bba1c26a354c27e","average","20",2,8,10,-4.5,5.5,0.5
"average.605fbc12c61d8d10250f6e51","average","2",2,4,15,-1.75,2.26666666666667,0.258333333333334
"average.605fbc12c61d8d10250f6e51","average","10",2,9,7,-0.866666666666666,3.48571428571429,1.30952380952381
"average.605fbc12c61d8d10250f6e51","average","20",2,6,9,0.333333333333333,2.5,1.41666666666667
"average.607b73619e1bfba7bfb23cce","average","2",2,7,8,-1,-1.125,-1.0625
"average.607b73619e1bfba7bfb23cce","average","10",2,11,9,-2.01818181818182,-5.24444444444444,-3.63131313131313
"average.607b73619e1bfba7bfb23cce","average","20",2,14,6,-1.64285714285714,-4.66666666666667,-3.1547619047619
"average.60c119b30aa5205b493541b6","average","2",2,10,10,-1.4,-1.8,-1.6
"average.60c119b30aa5205b493541b6","average","10",2,8,6,6.175,1.53333333333333,3.85416666666667
"average.60c119b30aa5205b493541b6","average","20",2,11,7,2.86363636363636,3.07142857142857,2.96753246753247
"average.60f6ce6de6cf393bcde0c14d","average","2",2,7,4,-2.71428571428571,9,3.14285714285714
"average.60f6ce6de6cf393bcde0c14d","average","10",2,11,9,0.981818181818183,3.2,2.09090909090909
"average.60f6ce6de6cf393bcde0c14d","average","20",2,9,8,2.83333333333333,0.375,1.60416666666667
"average.612cd21ab53f52338b7b4f19","average","2",2,3,17,2.66666666666667,3.41176470588235,3.03921568627451
"average.612cd21ab53f52338b7b4f19","average","10",2,7,15,2.08571428571429,1.93333333333334,2.00952380952381
"average.612cd21ab53f52338b7b4f19","average","20",2,14,5,3.28571428571429,-0.7,1.29285714285714
"average.6143af8721d1445864c4f6c8","average","2",2,5,11,0,1.90909090909091,0.954545454545454
"average.6143af8721d1445864c4f6c8","average","10",2,10,10,4.8,3.9,4.35
"average.6143af8721d1445864c4f6c8","average","20",2,12,5,8.41666666666667,-1.1,3.65833333333333
"average.616964223dcbf0aa539dbae2","average","2",2,4,9,-1,-0.666666666666666,-0.833333333333333
"average.616964223dcbf0aa539dbae2","average","10",2,11,5,0.800000000000001,-7.4,-3.3
"average.616964223dcbf0aa539dbae2","average","20",2,13,7,5.57692307692308,-2.92857142857143,1.32417582417582
"average.62728a4122289635e97d12f2","average","2",2,10,7,1.5,0,0.75
"average.62728a4122289635e97d12f2","average","10",2,6,7,3.96666666666667,0.485714285714288,2.22619047619048
